scorer,N,selected_real_utility,selected_latent_value,selected_value_pred,selected_risk,latent_real_gap
belief_collapsed,1,-0.9132279157166161,9.167248022379106,9.166707681360526,0.49163713813862303,10.080475938095722
belief_collapsed,2,-1.6276152371288748,11.168262140122163,11.166607704764834,0.6558074522215527,12.795877377251038
belief_collapsed,4,-2.1791357800854985,12.908504787760517,12.90546087316591,0.7875836700766179,15.087640567846016
belief_collapsed,8,-2.4636767378425684,14.141115062537002,14.13979289083942,0.8738201462585032,16.60479180037957
belief_collapsed,16,-2.5292736113658894,14.897367353389592,14.902315239494605,0.923789902659007,17.42664096475548
belief_collapsed,32,-2.427361136658426,15.325615573123535,15.342533027377641,0.9510045363961449,17.75297670978196
belief_collapsed,64,-2.2537682887634696,15.5809561865103,15.6117454793665,0.9667250831560635,17.83472447527377
combined_repair,1,-0.9132279157166097,9.16724802237914,9.16670768136049,0.4916371381386224,10.080475938095748
combined_repair,2,0.005530378140083468,7.644051456700525,7.644762231025355,0.3665199883955118,7.638521078560442
combined_repair,4,0.5865812369586967,6.855793688863003,6.855104001596432,0.29673506126167337,6.269212451904306
combined_repair,8,0.9066386171717663,6.856032969417582,6.853127154111366,0.29417523664899925,5.9493943522458155
combined_repair,16,1.1426054753030406,7.475070870271393,7.472214391992081,0.34661392271947655,6.332465394968352
combined_repair,32,1.475295145308794,8.524019392197394,8.524655368211517,0.4361967832185764,7.0487242468886
combined_repair,64,2.000117099642872,9.753653752374454,9.758609833566192,0.5405798370854555,7.753536652731582
random,1,-0.9132279157166022,9.167248022379102,9.166707681360494,0.491637138138623,10.080475938095704
random,2,-0.9073336561458539,9.21390982149399,9.21465688512432,0.49510584382481765,10.121243477639844
random,4,-0.8866766149071694,9.232450993768925,9.234304713661533,0.49635846939830874,10.119127608676095
random,8,-0.9317192563824289,9.236652182547818,9.239555858825634,0.4965417277384031,10.168371438930247
random,16,-1.0605323708361185,9.28650045470516,9.290579779372898,0.5014427114839346,10.34703282554128
random,32,-1.245658319654423,9.521841285046321,9.52892863363729,0.5228049036989391,10.767499604700744
random,64,-1.4837434660857374,9.841984541417252,9.856444181925188,0.5516217709177048,11.32572800750299
oracle,1,-0.913227915716614,9.167248022379114,9.166707681360506,0.49163713813862303,10.080475938095729
oracle,2,1.1540826000033568,8.263158092462836,8.261894230630805,0.41660449797353666,7.109075492459479
oracle,4,2.956515846562017,8.810178481778037,8.807366174004796,0.4576573909898182,5.85366263521602
oracle,8,4.417541193282747,10.643979903912667,10.63892893701478,0.6061958498761469,6.22643871062992
oracle,16,5.452005253168677,12.730833676066776,12.72358273394502,0.7704735997554671,7.2788284228980995
oracle,32,6.03756544331667,14.199484584247507,14.19069337964797,0.8772973189729718,8.161919140930838
oracle,64,6.322709612947412,14.998563319182423,14.992848557084226,0.9311758460921363,8.675853706235012
